do,du,did,dId,u->Id
jeopardize,_Ep@d2z,jeopardized,_E-p@-d2zd,NULL->d
mine,m2n,mined,m2nd,NULL->d
mutilate,mjutIl1t,mutilated,mju-tI-l1-tId,NULL->Id
ooze,uz,oozed,uzd,NULL->d
proffer,prQf3,proffered,prQ-f3d,NULL->d
rejoin,ri_4n,rejoined,ri-_4nd,NULL->d
revolutionize,rEv@luS@n2z,revolutionized,rE-v@-lu-S@n-2zd,NULL->d
rewrite,rir2t,rewrote,ri-r5t,2->5
saunter,s$nt3,sauntered,s$n-t3d,NULL->d
verify,vErIf2,verified,vE-rI-f2d,NULL->d
vie,v2,vied,v2d,NULL->d
augment,$gmEnt,augmented,$g-mEn-tId,NULL->Id
bash,b{S,bashed,b{St,NULL->t
blunder,blVnd3,blundered,blVn-d3d,NULL->d
breakfast,brEkf@st,breakfasted,brEk-f@-stId,NULL->Id
breastfeed,brEstfid,breastfed,brEst-fEd,i->E
conjure,k@n_$r,conjured,k@n-_$d,NULL->d
devastate,dEv@st1t,devastated,dE-v@-st1-tId,NULL->Id
fringe,frIn_,fringed,frIn_d,NULL->d
herald,hEr@ld,heralded,hE-r@l-dId,NULL->Id
jeer,_ir,jeered,_ird,NULL->d
neutralize,njutr@l2z,neutralized,nju-tr@-l2zd,NULL->d
petrify,pEtrIf2,petrified,pE-trI-f2d,NULL->d
prize,pr2z,prized,pr2zd,NULL->d
restructure,ristrVkJ3,restructured,ri-strVk-J3d,NULL->d
revere,rIvir,revered,rI-vird,NULL->d
riddle,rId@l,riddled,rI-d@ld,NULL->d
scuttle,skVt@l,scuttled,skV-t@ld,NULL->d
spiral,sp2@r@l,spiralled,sp2-@-r@ld,NULL->d
swivel,swIv@l,swivelled,swI-v@ld,NULL->d
taper,t1p3,tapered,t1-p3d,NULL->d
tow,t5,towed,t5d,NULL
worsen,w3s@n,worsened,w3-s@nd,NULL->d
bandage,b{ndI_,bandaged,b{n-dI_d,NULL->d
camouflage,k{m@fl{Z,camouflaged,k{-m@-fl{Zd,NULL->d
charter,JQrt3,chartered,JQr-t3d,NULL->d
diversify,d2v3sIf2,diversified,d2-v3-sI-f2d,NULL->d
enrol,Inr5l,enroled,In-r5ld,NULL->d
flake,fl1k,flaked,fl1kt,NULL->t
flirt,fl3t,flirted,fl3-tId,NULL->Id
gauge,g1_,gauged,g1_d,NULL->d
improvise,Impr@v2z,improvised,Im-pr@-v2zd,NULL->d
mass,m{s,massed,m{st,NULL->t
masturbate,m{st@b1t,masturbated,m{-st@-b1-tId,NULL->Id
mince,mIns,minced,mInst,NULL->t
obstruct,@bstrVkt,obstructed,@b-strVk-tId,NULL->Id
piss,pIs,pissed,pIst,NULL->t
queue,kju,queued,kjud,NULL->d
smoulder,sm5ld3,smouldered,sm5l-d3d,NULL->d
tattoo,t@tu,tattooed,t@-tud,NULL->d
whoop,wup,whooped,wupt,NULL->t
abstain,@bst1n,abstained,@b-st1nd,NULL->d
befall,bIf$l,befell,bI-fEl,$->E
cradle,kr1d@l,cradled,kr1-d@ld,NULL->d
cuddle,kVd@l,cuddled,kV-d@ld,NULL->d
demoralize,dImQr@l2z,demoralized,dI-mQ-r@-l2zd,NULL->d
feast,fist,feasted,fi-stId,NULL->Id
harbour,hQrb3,harboured,hQr-b3d,NULL->d
hustle,hVs@l,hustled,hV-s@ld,NULL->d
loot,lut,looted,lu-tId,NULL->Id
mail,m1l,mailed,m1ld,NULL->d
power,p63,powered,p6-3d,NULL->d
rack,r{k,racked,r{kt,NULL->t
span,sp{n,spanned,sp{nd,NULL->d
toast,t5st,toasted,t5-stId,NULL->Id
unleash,VnliS,unleashed,Vn-liSt,NULL->t
voice,v4s,voiced,v4st,NULL->t
assassinate,@s{sIn1t,assassinated,@-s{-sI-n1-tId,NULL->Id
bloom,blum,bloomed,blumd,NULL->d
encase,Ink1s,encased,In-k1st,NULL->t
entice,Int2s,enticed,In-t2st,NULL->t
hike,h2k,hiked,h2kt,NULL->t
holler,hQl3,hollered,hQ-l3d,NULL->d
humour,hjum3,humoured,hju-m3d,NULL->d
inscribe,Inskr2b,inscribed,In-skr2bd,NULL->d
map,m{p,mapped,m{pt,NULL->t
peep,pip,peeped,pipt,NULL->t
profess,pr@fEs,professed,pr@-fEst,NULL->t
purse,p3s,pursed,p3st,NULL->t
recapture,rik{pJ3,recaptured,ri-k{p-J3d,NULL->d
reproach,rIpr5J,reproached,rI-pr5Jt,NULL->t
saddle,s{d@l,saddled,s{-d@ld,NULL->d
service,s3vIs,serviced,s3-vIst,NULL->t
space,sp1s,spaced,sp1st,NULL->t
supplant,s@pl{nt,supplanted,s@-pl{n-tId,NULL->Id
articulate,QrtIkjUl1t,articulated,Qr-tI-kjU-l1-tId,NULL->Id
beset,bIsEt,beset,bI-sEt,NULL
bridge,brI_,bridged,brI_d,NULL->d
censor,sEns3,censored,sEn-s3d,NULL->d
class,kl{s,classed,kl{st,NULL->t
complement,kQmplImEnt,complemented,kQm-plI-mEn-tId,NULL->Id
curtail,k3t1l,curtailed,k3-t1ld,NULL->d
diet,d2@t,dieted,d2-@-tId,NULL->Id
dribble,drIb@l,dribbled,drI-b@ld,NULL->d
gamble,g{mb@l,gambled,g{m-b@ld,NULL->d
gobble,gQb@l,gobbled,gQ-b@ld,NULL->d
memorize,mEm@r2z,memorized,mE-m@-r2zd,NULL->d
merit,mErIt,merited,mE-rI-tId,NULL->Id
mitigate,mItIg1t,mitigated,mI-tI-g1-tId,NULL->Id
persecute,p3sIkjut,persecuted,p3-sI-kju-tId,NULL->Id
plod,plQd,plodded,plQ-dId,NULL->Id
ripen,r2p@n,ripened,r2-p@nd,NULL->d
scale,sk1l,scaled,sk1ld,NULL->d
scrap,skr{p,scrapped,skr{pt,NULL->t
shred,SrEd,shredded,SrE-dId,NULL->Id
stunt,stVnt,stunted,stVn-tId,NULL->Id
tag,t{g,tagged,t{gd,NULL->d
tape,t1p,taped,t1pt,NULL->t
terrace,tEr@s,terraced,tE-r@st,NULL->t
tether,tED3,tethered,tE-D3d,NULL->d
cap,k{p,capped,k{pt,NULL->t
crucify,krusIf2,crucified,kru-sI-f2d,NULL->d
forestall,f$st$l,forestalled,f$-st$ld,NULL->d
intone,Int5n,intoned,In-t5nd,NULL->d
lag,l{g,lagged,l{gd,NULL->d
leach,liJ,leached,liJt,NULL->t
lounge,l6n_,lounged,l6n_d,NULL->d
migrate,m2gr1t,migrated,m2-gr1-tId,NULL->Id
parallel,p{r@lEl,paralleled,p{-r@-lEld,NULL->d
rumple,rVmp@l,rumpled,rVm-p@ld,NULL->d
sanction,s{NkS@n,sanctioned,s{Nk-S@nd,NULL->d
saw,s$,sawed,s$d,NULL->d
spur,sp3r,spurred,sp3d,NULL->d
submerge,s@bm3_,submerged,s@b-m3_d,NULL->d
automate,$t5m1t,automated,$-t5-m1-tId,NULL->Id
brown,br6n,browned,br6nd,NULL->d
bugger,bVg3,buggered,bV-g3d,NULL->d
deduct,dIdVkt,deducted,dI-dVk-tId,NULL->Id
dislodge,dIslQ_,dislodged,dIs-lQ_d,NULL->d
engender,In_End3,engendered,In-_En-d3d,NULL->d
exhort,Igz$t,exhorted,Ig-z$-tId,NULL->Id
exile,Eks2l,exiled,Ek-s2ld,NULL->d
gut,gVt,gutted,gV-tId,NULL->Id
implant,Impl{nt,implanted,Im-pl{n-tId,NULL->Id
numb,nVm,numbed,nVmd,NULL->d
reorganize,ri$g@n2z,reorganized,ri-$-g@-n2zd,NULL->d
scorch,sk$J,scorched,sk$Jt,NULL->t
sin,sIn,sinned,sInd,NULL->d
spark,spQrk,sparked,spQrkt,NULL->t
unravel,Vnr{v@l,unravelled,Vn-r{-v@ld,NULL->d
acquit,@kwIt,acquitted,@-kwI-tId,NULL->Id
capitalize,k{pIt@l2z,capitalized,k{-pI-t@-l2zd,NULL->d
eject,I_Ekt,ejected,I-_Ek-tId,NULL->Id
emancipate,Im{nsIp1t,emancipated,I-m{n-sI-p1-tId,NULL->Id
engross,Ingr5s,engrossed,In-gr5st,NULL->t
evacuate,Iv{kjU1t,evacuated,I-v{-kjU-1-tId,NULL->Id
foot,fUt,footed,fU-tId,NULL->Id
glower,gl63,glowered,gl6-3d,NULL->d
implore,Impl$r,implored,Im-pl$d,NULL->d
loop,lup,looped,lupt,NULL->t
meditate,mEdIt1t,meditated,mE-dI-t1-tId,NULL->Id
persevere,p3sIvir,persevered,p3-sI-vird,NULL->d
predominate,prIdQmIn1t,predominated,prI-dQ-mI-n1-tId,NULL->Id
reopen,ri5p@n,reopened,ri-5-p@nd,NULL->d
ridicule,rIdIkjul,ridiculed,rI-dI-kjuld,NULL->d
salute,s@lut,saluted,s@-lu-tId,NULL->Id
shadow,S{d5,shadowed,S{-d5d,NULL->d
slit,slIt,slit,slIt,NULL
socialize,s5S@l2z,socialized,s5-S@-l2zd,NULL->d
splinter,splInt3,splintered,splIn-t3d,NULL->d
supersede,sup@sid,superseded,su-p@-si-dId,NULL->Id
tile,t2l,tiled,t2ld,NULL->d
transpire,tr{nsp23,transpired,tr{n-sp2-3d,NULL->d
well,wEl,welled,wEld,NULL->d
belch,bElJ,belched,bElJt,NULL->t
buck,bVk,bucked,bVkt,NULL->t
bunch,bVnJ,bunched,bVnJt,NULL->t
clamour,kl{m3,clamoured,kl{-m3d,NULL->d
cleanse,klEnz,cleansed,klEnzd,NULL->d
distrust,dIstrVst,distrusted,dIs-trV-stId,NULL->Id
drug,drVg,drugged,drVgd,NULL->d
inflate,Infl1t,inflated,In-fl1-tId,NULL->Id
jumble,_Vmb@l,jumbled,_Vm-b@ld,NULL->d
lunge,lVn_,lunged,lVn_d,NULL->d
muse,mjuz,mused,mjuzd,NULL->d
phrase,fr1z,phrased,fr1zd,NULL->d
prey,pr1,preyed,pr1d,NULL->d
purr,p3r,purred,p3d,NULL->d
ram,r{m,rammed,r{md,NULL->d
sadden,s{d@n,saddened,s{-d@nd,NULL->d
skid,skId,skidded,skI-dId,NULL->Id
stud,stVd,studded,stV-dId,NULL->Id
triumph,tr2@mf,triumphed,tr2-@mft,NULL->t
avenge,@vEn_,avenged,@-vEn_d,NULL->d
brake,br1k,braked,br1kt,NULL->t
delude,dIlud,deluded,dI-lu-dId,NULL->Id
denote,dIn5t,denoted,dI-n5-tId,NULL->Id
dub,dVb,dubbed,dVbd,NULL->d
entangle,Int{Ng@l,entangled,In-t{N-g@ld,NULL->d
exude,Igzjud,exuded,Ig-zju-dId,NULL->Id
hedge,hE_,hedged,hE_d,NULL->d
pickle,pIk@l,pickled,pI-k@ld,NULL->d
relegate,rElIg1t,relegated,rE-lI-g1-tId,NULL->Id
replay,ripl1,replayed,ri-pl1d,NULL->d
scoff,skQf,scoffed,skQft,NULL->t
smite,sm2t,smote,sm5t,2->5
sneeze,sniz,sneezed,snizd,NULL->d
toil,t4l,toiled,t4ld,NULL->d
total,t5t@l,totalled,t5-t@ld,NULL->d
twirl,tw3l,twirled,tw3ld,NULL->d
warrant,wQr@nt,warranted,wQ-r@n-tId,NULL->Id
angle,{Ng@l,angled,{N-g@ld,NULL->d
bed,bEd,bedded,bE-dId,NULL->Id
cement,sImEnt,cemented,sI-mEn-tId,NULL->Id
commemorate,k@mEm@r1t,commemorated,k@-mE-m@-r1-tId,NULL->Id
computerize,k@mpjut@r2z,computerized,k@m-pju-t@-r2zd,NULL->d
con,kQn,conned,kQnd,NULL->d
disobey,dIs@b1,disobeyed,dIs-@-b1d,NULL->d
extinguish,IkstINgwIS,extinguished,Ik-stIN-gwISt,NULL->t
flag,fl{g,flagged,fl{gd,NULL->d
ground,gr6nd,grounded,gr6n-dId,NULL->Id
mirror,mIr3,mirrored,mI-r3d,NULL->d
nestle,nEs@l,nestled,nE-s@ld,NULL->d
pit,pIt,pitted,pI-tId,NULL->Id
pout,p6t,pouted,p6-tId,NULL->Id
query,kwirrI,queried,kwir-rId,NULL->Id
rebuke,rIbjuk,rebuked,rI-bjukt,NULL->t
row,r5,rowed,r5d,NULL->d
sample,s{mp@l,sampled,s{m-p@ld,NULL->d
secrete,sIkrit,secreted,sI-kri-tId,NULL->Id
shun,SVn,shunned,SVnd,NULL->d
skin,skIn,skinned,skInd,NULL->d
squander,skwQnd3,squandered,skwQn-d3d,NULL->d
subdue,s@bdju,subdued,s@b-djud,NULL->d
tingle,tINg@l,tingled,tIN-g@ld,NULL->d
uproot,Vprut,uprooted,Vp-ru-tId,NULL->Id
veer,vir,veered,vird,NULL->d
warp,w$p,warped,w$pt,NULL->t
blossom,blQs@m,blossomed,blQ-s@md,NULL->d
burden,b3d@n,burdened,b3-d@nd,NULL->d
burrow,bVr5,burrowed,bV-r5d,NULL->d
bust,bVst,busted,bV-stId,NULL->Id
busy,bIzI,busied,bI-zId,NULL->Id
cable,k1b@l,cabled,k1-b@ld,NULL->d
castrate,k{str1t,castrated,k{-str1-tId,NULL->Id
clang,kl{N,clanged,kl{Nd,NULL->d
coin,k4n,coined,k4nd,NULL->d
condescend,kQndIsEnd,condescended,kQn-dI-sEn-dId,NULL->Id
corner,k$n3,cornered,k$-n3d,NULL->d
correlate,kQr@l1t,correlated,kQ-r@-l1-tId,NULL->Id
deport,dIp$t,deported,dI-p$-tId,NULL->Id
dim,dIm,dimmed,dImd,NULL->d
divine,dIv2n,divined,dI-v2nd,NULL->d
elongate,ilQNg1t,elongated,i-lQN-g1-tId,NULL->Id
eradicate,Ir{dIk1t,eradicated,I-r{-dI-k1-tId,NULL->Id
flit,flIt,flitted,flI-tId,NULL->Id
forage,fQrI_,foraged,fQ-rI_d,NULL->d
hoot,hut,hooted,hu-tId,NULL->Id
ice,2s,iced,2st,NULL->t
impel,ImpEl,impelled,Im-pEld,NULL->d
implicate,ImplIk1t,implicated,Im-plI-k1-tId,NULL->Id
jolt,_5lt,jolted,_5l-tId,NULL->Id
meddle,mEd@l,meddled,mE-d@ld,NULL->d
outlaw,6tl$,outlawed,6t-l$d,NULL->d
parch,pQrJ,parched,pQrJt,NULL->t
pardon,pQrd@n,pardoned,pQr-d@nd,NULL->d
revolt,rIv5lt,revolted,rI-v5l-tId,NULL->Id
squirt,skw3t,squirted,skw3-tId,NULL->Id
stammer,st{m3,stammered,st{-m3d,NULL->d
stow,st5,stowed,st5d,NULL->d
surpass,s@p{s,surpassed,s@-p{st,NULL->t
teethe,tiD,teethed,tiDd,NULL->d
tinkle,tINk@l,tinkled,tIN-k@ld,NULL->d
whitewash,w2twQS,whitewashed,w2t-wQSt,NULL->t
chime,J2m,chimed,J2md,NULL->d
confiscate,kQnfIsk1t,confiscated,kQn-fI-sk1-tId,NULL->Id
contort,k@nt$t,contorted,k@n-t$-tId,NULL->Id
dampen,d{mp@n,dampened,d{m-p@nd,NULL->d
emigrate,EmIgr1t,emigrated,E-mI-gr1-tId,NULL->Id
entrance,Intr{ns,entranced,In-tr{nst,NULL->t
excel,IksEl,excelled,Ik-sEld,NULL->d
flock,flQk,flocked,flQkt,NULL->t
forfeit,f$fIt,forfeited,f$-fI-tId,NULL->Id
jail,_1l,jailed,_1ld,NULL->d
lament,l@mEnt,lamented,l@-mEn-tId,NULL->Id
mechanize,mEk@n2z,mechanized,mE-k@-n2zd,NULL->d
moor,m$r,moored,m$d,NULL->d
orient,$rirnt,oriented,$-rirn-tId,NULL->Id
pedal,pEd@l,pedalled,pE-d@ld,NULL->d
penalize,pin@l2z,penalized,pi-n@-l2zd,NULL->d
protract,pr@tr{kt,protracted,pr@-tr{k-tId,NULL->Id
stereotype,stirrirt2p,stereotyped,stir-rir-t2pt,NULL->t
strut,strVt,strutted,strV-tId,NULL->Id
besiege,bIsi_,besieged,bI-si_d,NULL->d
browse,br6z,browsed,br6zd,NULL->d
crow,kr5,crowed,kr5d,NULL->d
expound,Iksp6nd,expounded,Ik-sp6n-dId,NULL->Id
flounder,fl6nd3,floundered,fl6n-d3d,NULL->d
fracture,fr{kJ3,fractured,fr{k-J3d,NULL->d
gag,g{g,gagged,g{gd,NULL->d
garden,gQrd@n,gardened,gQr-d@nd,NULL->d
gurgle,g3g@l,gurgled,g3-g@ld,NULL->d
gush,gVS,gushed,gVSt,NULL->t
idealize,2dirl2z,idealized,2-dir-l2zd,NULL->d
indict,Ind2t,indicted,In-d2-tId,NULL->Id
mediate,midI1t,mediated,mi-dI-1-tId,NULL->Id
placate,pl@k1t,placated,pl@-k1-tId,NULL->Id
purify,pj$rIf2,purified,pj$-rI-f2d,NULL->d
ravage,r{vI_,ravaged,r{-vI_d,NULL->d
relay,ril1,relayed,ri-l1d,NULL->d
retract,rItr{kt,retracted,rI-tr{k-tId,NULL->Id
thaw,T$,thawed,T$d,NULL->d
traverse,tr{v@s,traversed,tr{-v@st,NULL->t
wilt,wIlt,wilted,wIl-tId,NULL->Id
alight,@l2t,alighted,@-l2-tId,NULL->Id
branch,br{nJ,branched,br{nJt,NULL->t
degenerate,dI_En@r1t,degenerated,dI-_E-n@-r1-tId,NULL->Id
distil,dIstIl,distilled,dI-stIld,NULL->d
etch,EJ,etched,EJt,NULL->t
foul,f6l,fouled,f6ld,NULL->d
maul,m$l,mauled,m$ld,NULL->d
mystify,mIstIf2,mystified,mI-stI-f2d,NULL->d
nauseate,n$sI1t,nauseated,n$-sI-1-tId,NULL->Id
override,5v@r2d,overrode,5-v@-r5d,2->5
permeate,p3mI1t,permeated,p3-mI-1-tId,NULL->Id
picket,pIkIt,picketed,pI-kI-tId,NULL->Id
pity,pItI,pitied,pI-tId,NULL->Id
presuppose,pris@p5z,presupposed,pri-s@-p5zd,NULL->d
remedy,rEm@dI,remedied,rE-m@-dId,NULL->Id
rust,rVst,rusted,rV-stId,NULL->Id
scrabble,skr{b@l,scrabbled,skr{-b@ld,NULL->d
spoon,spun,spooned,spund,NULL->d
surmount,s3m6nt,surmounted,s3-m6n-tId,NULL->Id
urinate,j$rIn1t,urinated,j$-rI-n1-tId,NULL->Id
bail,b1l,bailed,b1ld,NULL->d
brand,br{nd,branded,br{n-dId,NULL->Id
cart,kQrt,carted,kQr-tId,NULL->Id
clot,klQt,clotted,klQ-tId,NULL->Id
glue,glu,glued,glud,NULL->d
hinge,hIn_,hinged,hIn_d,NULL->d
knead,nid,kneaded,ni-dId,NULL->Id
motor,m5t3,motored,m5-t3d,NULL->d
overshadow,5v@S{d5,overshadowed,5-v@-S{-d5d,NULL->d
redistribute,ridIstrIbjut,redistributed,ri-dIs-trI-bju-tId,NULL->Id
relive,rilIv,relived,ri-lIvd,NULL->d
repeal,rIpil,repealed,rI-pild,NULL->d
repudiate,rIpjudI1t,repudiated,rI-pju-dI-1-tId,NULL->Id
shoulder,S5ld3,shouldered,S5l-d3d,NULL->d
tramp,tr{mp,tramped,tr{mpt,NULL->t
troop,trup,trooped,trupt,NULL->t
trundle,trVnd@l,trundled,trVn-d@ld,NULL->d
unveil,Vnv1l,unveiled,Vn-v1ld,NULL->d
wallow,wQl5,wallowed,wQ-l5d,NULL->d
apprehend,{prIhEnd,apprehended,{-prI-hEn-dId,NULL->Id
appropriate,@pr5prI1t,appropriated,@-pr5-prI-1-tId,NULL->Id
confound,k@nf6nd,confounded,k@n-f6n-dId,NULL->Id
decipher,dIs2f3,deciphered,dI-s2-f3d,NULL->d
disappoint,dIs@p4nt,disappointed,dIs-@-p4n-tId,NULL->Id
elapse,Il{ps,elapsed,I-l{pst,NULL->t
err,3r,erred,3d,NULL->d
fare,f1r,fared,f1rd,NULL->d
ferment,f@mEnt,fermented,f@-mEn-tId,NULL->Id
fray,fr1,frayed,fr1d,NULL->d
golf,gQlf,golfed,gQlft,NULL->t
instil,InstIl,instilled,In-stIld,NULL->d
intersperse,Int@sp3s,interspersed,In-t@-sp3st,NULL->t
low,l5,lowed,l5d,NULL->d
peg,pEg,pegged,pEgd,NULL->d
scamper,sk{mp3,scampered,sk{m-p3d,NULL->d
synthesize,sInT@s2z,synthesized,sIn-T@-s2zd,NULL->d
transplant,tr{nspl{nt,transplanted,tr{ns-pl{n-tId,NULL->Id
assail,@s1l,assailed,@-s1ld,NULL->d
bolster,b5lst3,bolstered,b5l-st3d,NULL->d
boycott,b4kQt,boycotted,b4-kQ-tId,NULL->Id
braid,br1d,braided,br1-dId,NULL->Id
commute,k@mjut,commuted,k@-mju-tId,NULL->Id
corrugate,kQr@g1t,corrugated,kQ-r@-g1-tId,NULL->Id
damp,d{mp,damped,d{mpt,NULL->t
flaunt,fl$nt,flaunted,fl$n-tId,NULL->Id
loiter,l4t3,loitered,l4-t3d,NULL->d
lull,lVl,lulled,lVld,NULL->d
mother,mVD3,mothered,mV-D3d,NULL->d
pair,p1r,paired,p1rd,1->Qd
pervert,p@v3t,perverted,p@-v3-tId,NULL->Id
pocket,pQkIt,pocketed,pQ-kI-tId,NULL->Id
recollect,rEk@lEkt,recollected,rE-k@-lEk-tId,NULL->Id
redress,ridrEs,redressed,ri-drEst,NULL->t
rumour,rum3,rumoured,ru-m3d,NULL->d
sight,s2t,sighted,s2-tId,NULL->Id
size,s2z,sized,s2zd,NULL->d
slant,sl{nt,slanted,sl{n-tId,NULL->Id
slop,slQp,slopped,slQpt,NULL->t
spatter,sp{t3,spattered,sp{-t3d,NULL->d
straddle,str{d@l,straddled,str{-d@ld,NULL->d
terrorize,tEr@r2z,terrorized,tE-r@-r2zd,NULL->d
undulate,VndjUl1t,undulated,Vn-djU-l1-tId,NULL->Id
brainwash,br1nwQS,brainwashed,br1n-wQSt,NULL->t
brim,brIm,brimmed,brImd,NULL->d
butcher,bUJ3,butchered,bU-J3d,NULL->d
char,JQrr,charred,JQrd,NULL->d
cull,kVl,culled,kVld,NULL->d
decentralize,disEntr@l2z,decentralized,di-sEn-tr@-l2zd,NULL->d
diffuse,dIfjuz,diffused,dI-fjuzd,NULL->d
disgrace,dIsgr1s,disgraced,dIs-gr1st,NULL->t
embitter,ImbIt3,embittered,Im-bI-t3d,NULL->d
empower,Imp63,empowered,Im-p6-3d,NULL->d
fork,f$k,forked,f$kt,NULL->t
formalize,f$m@l2z,formalized,f$-m@-l2zd,NULL->d
frequent,frIkwEnt,frequented,frI-kwEn-tId,NULL->Id
institute,InstItjut,instituted,In-stI-tju-tId,NULL->Id
levy,lEvI,levied,lE-vId,NULL->Id
localize,l5k@l2z,localized,l5-k@-l2zd,NULL->d
polarize,p5l@r2z,polarized,p5-l@-r2zd,NULL->d
proliferate,pr5lIf@r1t,proliferated,pr5-lI-f@-r1-tId,NULL->Id
reaffirm,ri@f3m,reaffirmed,ri-@-f3md,NULL->d
research,rIs3J,researched,rI-s3Jt,NULL->t
sprint,sprInt,sprinted,sprIn-tId,NULL->Id
stump,stVmp,stumped,stVmpt,NULL->t
sweeten,swit@n,sweetened,swi-t@nd,NULL->d
thresh,TrES,threshed,TrESt,NULL->t
tinge,tIn_,tinged,tIn_d,NULL->d
unroll,Vnr5l,unrolled,Vn-r5ld,NULL->d
usurp,juz3p,usurped,ju-z3pt,NULL->t
vet,vEt,vetted,vE-tId,NULL->Id
ambush,{mbUS,ambushed,{m-bUSt,NULL->t
bombard,bQmbQrd,bombarded,bQm-bQr-dId,NULL->Id
delegate,dElIg1t,delegated,dE-lI-g1-tId,NULL->Id
disseminate,dIsEmIn1t,disseminated,dI-sE-mI-n1-tId,NULL->Id
enlighten,Inl2t@n,enlightened,In-l2-t@nd,NULL->d
enliven,Inl2v@n,enlivened,In-l2-v@nd,NULL->d
feather,fED3,feathered,fE-D3d,NULL->d
fillet,fIlIt,filleted,fI-lI-tId,NULL->Id
flail,fl1l,flailed,fl1ld,NULL->d
gas,g{s,gassed,g{st,NULL->t
glorify,gl$rIf2,glorified,gl$-rI-f2d,NULL->d
incriminate,InkrImIn1t,incriminated,In-krI-mI-n1-tId,NULL->Id
intertwine,Int@tw2n,intertwined,In-t@-tw2nd,NULL->d
legislate,lE_Isl1t,legislated,lE-_I-sl1-tId,NULL->Id
maim,m1m,maimed,m1md,NULL->d
moderate,mQd@r1t,moderated,mQ-d@-r1-tId,NULL->Id
overestimate,5v@rEstIm1t,overestimated,5-v@-rEs-tI-m1-tId,NULL->Id
plump,plVmp,plumped,plVmpt,NULL->t
purport,p3p@t,purported,p3-p@-tId,NULL->Id
skate,sk1t,skated,sk1-tId,NULL->Id
steel,stil,steeled,stild,NULL->d
trick,trIk,tricked,trIkt,NULL->t
vacate,v@k1t,vacated,v@-k1-tId,NULL->Id
waft,w{ft,wafted,w{f-tId,NULL->Id
wheeze,wiz,wheezed,wizd,NULL->d
yank,j{Nk,yanked,j{Nkt,NULL->t
awe,$,awed,$d,NULL->d
belittle,bIlIt@l,belittled,bI-lI-t@ld,NULL->d
bill,bIl,billed,bIld,NULL->d
budge,bV_,budged,bV_d,NULL->d
butter,bVt3,buttered,bV-t3d,NULL->d
cringe,krIn_,cringed,krIn_d,NULL->d
disprove,dIspruv,disproved,dIs-pruvd,NULL->d
dissuade,dIsw1d,dissuaded,dI-sw1-dId,NULL->Id
dwarf,dw$f,dwarfed,dw$ft,NULL->t
evict,IvIkt,evicted,I-vIk-tId,NULL->Id
hawk,h$k,hawked,h$kt,NULL->t
jingle,_INg@l,jingled,_IN-g@ld,NULL->d
jot,_Qt,jotted,_Q-tId,NULL->Id
pen,pEn,penned,pEnd,NULL->d
regenerate,rI_En@r1t,regenerated,rI-_E-n@-r1-tId,NULL->Id
reiterate,riIt@r1t,reiterated,ri-I-t@-r1-tId,NULL->Id
repent,rIpEnt,repented,rI-pEn-tId,NULL->Id
scrawl,skr$l,scrawled,skr$ld,NULL->d
shovel,SVv@l,shovelled,SV-v@ld,NULL->d
sport,sp$t,sported,sp$-tId,NULL->Id
stub,stVb,stubbed,stVbd,NULL->d
teeter,tit3,teetered,ti-t3d,NULL->d
thud,TVd,thudded,TV-dId,NULL->Id
typify,tIpIf2,typified,tI-pI-f2d,NULL->d
avail,@v1l,availed,@-v1ld,NULL->d
blanch,bl{nJ,blanched,bl{nJt,NULL->t
boss,bQs,bossed,bQst,NULL->t
cajole,k@_5l,cajoled,k@-_5ld,NULL->d
concoct,k@nkQkt,concocted,k@n-kQk-tId,NULL->Id
constrict,k@nstrIkt,constricted,k@n-strIk-tId,NULL->Id
coo,ku,cooed,kud,NULL->d
encrust,InkrVst,encrusted,In-krV-stId,NULL->Id
exhale,Eksh1l,exhaled,Eks-h1ld,NULL->d
ferry,fErI,ferried,fE-rId,NULL->Id
frost,frQst,frosted,frQ-stId,NULL->Id
gesticulate,_EstIkjUl1t,gesticulated,_E-stI-kjU-l1-tId,NULL->Id
grey,gr1,greyed,gr1d,NULL->d
heed,hid,heeded,hi-dId,NULL->Id
inter,Int3r,interred,In-t3d,NULL->d
lease,lis,leased,list,NULL->t
outstrip,6tstrIp,outstripped,6t-strIpt,NULL->t
overrun,5v@rVn,overran,5-v@-r{n,V->{
pet,pEt,petted,pE-tId,NULL->Id
powder,p6d3,powdered,p6-d3d,NULL->d
ratify,r{tIf2,ratified,r{-tI-f2d,NULL->d
reek,rik,reeked,rikt,NULL->t
solicit,s@lIsIt,solicited,s@-lI-sI-tId,NULL->Id
stake,st1k,staked,st1kt,NULL->t
superimpose,sup@rImp5z,superimposed,su-p@-rIm-p5zd,NULL->d
tarnish,tQrnIS,tarnished,tQr-nISt,NULL->t
tinker,tINk3,tinkered,tIN-k3d,NULL->d
unearth,Vn3T,unearthed,Vn-3Tt,NULL->t
up,Vp,upped,Vpt,NULL->t
vent,vEnt,vented,vEn-tId,NULL->Id
addict,@dIkt,addicted,@-dIk-tId,NULL->Id
burgeon,b3_@n,burgeoned,b3-_@nd,NULL->d
clank,kl{Nk,clanked,kl{Nkt,NULL->t
cobble,kQb@l,cobbled,kQ-b@ld,NULL->d
consecrate,kQnsIkr1t,consecrated,kQn-sI-kr1-tId,NULL->Id
